"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Can pay for the item","tests","Fri May 01 22:05:23 UTC 2026","passed","Fri May 01 22:05:23 UTC 2026","TestPayment","test_payment","",""
"","10","Cannot login with empty required fields","tests","Fri May 01 22:05:23 UTC 2026","passed","Fri May 01 22:05:23 UTC 2026","TestAuth","test_auth","",""
"","14","Unable to add an item if any of required fields are empty","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","16","Unable to update the user info by non-existent user id","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","13","Can get user balance","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserBalance","test_user_balance","",""
"","25","Can add user balance","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestUserBalance","test_user_balance","",""
"","5","Check for 500 internal server error for ""get user info"" request","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","22","Can not add a store with existing store name","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStore","test_store","",""
"","11","Unable to add the user info by non-existent user id","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","33","Can add the user info by user id","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestUserInfo","test_user_info","",""
"","22","Can delete the user info","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","6","Unauthorized user can not get the item info","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","31","Can not pay for the item if the balance is insufficient","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestPayment","test_payment","",""
"","8","Unable to get the user info by non-existent user id","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","9","Can not get item info by non-existent item name","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","20","Can not add a new item with existing name","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","7","Can get an empty balance message","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestUserBalance","test_user_balance","",""
"","11","Can get item info","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","19","Cannot login with wrong email or password","tests","Fri May 01 22:05:23 UTC 2026","passed","Fri May 01 22:05:23 UTC 2026","TestAuth","test_auth","",""
"","14","Unable to delete the user info as unauthorized user","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","10","Can not get the store with non-existent store name","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStore","test_store","",""
"","65","Can update user info for authed user","tests","Fri May 01 22:05:25 UTC 2026","passed","Fri May 01 22:05:25 UTC 2026","TestUserInfo","test_user_info","",""
"","9","Unauthorized user can not add the item","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","11","Can get the store item list, it contains the added item","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","14","Unable to add an item if any of required fields are empty","tests","Fri May 01 22:05:24 UTC 2026","passed","Fri May 01 22:05:24 UTC 2026","TestStoreItem","test_store_item","",""
"","155","Can create a new user","tests","Fri May 01 22:05:23 UTC 2026","passed","Fri May 01 22:05:23 UTC 2026","TestRegister","test_register","",""
